classname,CBO,NOC,WMC,RFC,SLOC,DIT,LCOM,change
jEdit-org-gjt-sp-jedit-pluginmgr-Roster-Remove.java,10,0,4,20,48,1,25,no
jEdit-org-gjt-sp-jedit-print-BufferPrintable-BufferPrintable.java,38,0,6,19,292,0,69,no
jEdit-org-gjt-sp-jedit-print-BufferPrintable-PrintTabExpander.java,0,0,2,15,12,0,0,no
jEdit-org-gjt-sp-jedit-print-BufferPrinter1_3-BufferPrinter1_3.java,9,0,4,17,63,0,12,yes
jEdit-org-gjt-sp-jedit-print-BufferPrinter1_4-BufferPrinter1_4.java,31,0,5,18,123,0,30,yes
jEdit-org-gjt-sp-jedit-PropertyManager-PropertyManager.java,9,0,18,31,149,0,73,yes
jEdit-org-gjt-sp-jedit-proto-jeditresource-Handler-Handler.java,4,0,1,27,10,0,0,no
jEdit-org-gjt-sp-jedit-proto-jeditresource-PluginResURLConnection-PluginResURLConnection.java,11,0,4,77,90,0,41,yes
jEdit-org-gjt-sp-jedit-Registers-Registers.java,30,0,29,42,525,0,89,no
jEdit-org-gjt-sp-jedit-Registers-ClipboardRegister.java,9,0,5,18,45,0,0,no
jEdit-org-gjt-sp-jedit-Registers-DefaultRegister.java,8,0,4,17,40,0,0,no
jEdit-org-gjt-sp-jedit-search-AllBufferSet-AllBufferSet.java,12,0,4,27,42,1,0,yes
jEdit-org-gjt-sp-jedit-search-BoyerMooreSearchMatcher-BoyerMooreSearchMatcher.java,5,0,8,27,166,1,69,yes
jEdit-org-gjt-sp-jedit-search-BufferListSet-BufferListSet.java,8,2,10,23,121,0,40,no
jEdit-org-gjt-sp-jedit-search-CurrentBufferSet-CurrentBufferSet.java,3,0,7,20,37,0,0,no
jEdit-org-gjt-sp-jedit-search-DirectoryListSet-DirectoryListSet.java,12,0,9,32,100,1,57,yes
jEdit-org-gjt-sp-jedit-search-HyperSearchFileNode-HyperSearchFileNode.java,7,0,7,20,49,0,71,no
jEdit-org-gjt-sp-jedit-search-HyperSearchFolderNode-HyperSearchFolderNode.java,3,0,3,16,27,0,33,no
jEdit-org-gjt-sp-jedit-search-HyperSearchOperationNode-HyperSearchOperationNode.java,16,0,10,23,161,0,74,no
jEdit-org-gjt-sp-jedit-search-HyperSearchRequest-HyperSearchRequest.java,27,0,5,34,213,1,62,yes
jEdit-org-gjt-sp-jedit-search-HyperSearchResult-HyperSearchResult.java,12,0,10,23,174,0,68,no
jEdit-org-gjt-sp-jedit-search-HyperSearchResult-GotoDelayed.java,12,0,4,17,56,0,50,no
jEdit-org-gjt-sp-jedit-search-HyperSearchResult-Occur.java,5,0,3,16,25,0,33,no
jEdit-org-gjt-sp-jedit-search-HyperSearchResults-HyperSearchResults.java,50,0,23,722,862,0,88,no
jEdit-org-gjt-sp-jedit-search-HyperSearchResults-ActionHandler.java,16,0,1,14,41,0,0,yes
jEdit-org-gjt-sp-jedit-search-HyperSearchResults-BufferClosedVisitor.java,3,0,1,14,7,0,0,no
jEdit-org-gjt-sp-jedit-search-HyperSearchResults-BufferLoadedVisitor.java,3,0,1,14,8,0,0,no
jEdit-org-gjt-sp-jedit-search-HyperSearchResults-CollapseChildTreeNodesAction.java,8,0,2,35,19,0,0,no
jEdit-org-gjt-sp-jedit-search-HyperSearchResults-CopyToClipboardAction.java,12,0,2,35,19,0,0,no
jEdit-org-gjt-sp-jedit-search-HyperSearchResults-ExpandChildTreeNodesAction.java,7,0,2,35,13,0,0,no
jEdit-org-gjt-sp-jedit-search-HyperSearchResults-GoToNodeAction.java,5,0,2,35,13,0,0,no
jEdit-org-gjt-sp-jedit-search-HyperSearchResults-HighlightingTree.java,15,0,2,845,55,0,0,yes
jEdit-org-gjt-sp-jedit-search-HyperSearchResults-KeyHandler.java,5,0,1,18,31,0,0,no
jEdit-org-gjt-sp-jedit-search-HyperSearchResults-MouseHandler.java,27,0,2,24,68,0,50,no
jEdit-org-gjt-sp-jedit-search-HyperSearchResults-NewSearchAction.java,14,0,2,35,20,0,0,no
jEdit-org-gjt-sp-jedit-search-HyperSearchResults-RedoSearchAction.java,6,0,2,35,16,0,0,no
jEdit-org-gjt-sp-jedit-search-HyperSearchResults-RemoveAllTreeNodesAction.java,4,0,2,35,11,0,0,no
jEdit-org-gjt-sp-jedit-search-HyperSearchResults-RemoveTreeNodeAction.java,4,0,2,35,11,0,0,no
jEdit-org-gjt-sp-jedit-search-HyperSearchResults-ResultCellRenderer.java,12,0,3,777,72,1,33,no
jEdit-org-gjt-sp-jedit-search-HyperSearchResults-CountNodes.java,3,0,1,14,15,0,0,no
jEdit-org-gjt-sp-jedit-search-HyperSearchResults-ResultTreeTransferHandler.java,12,0,1,36,19,0,0,no
jEdit-org-gjt-sp-jedit-search-HyperSearchResults-ToStringNodes.java,6,0,1,14,19,0,0,no
jEdit-org-gjt-sp-jedit-search-HyperSearchResults-TreeDisplayAction.java,13,0,1,34,40,0,0,no
jEdit-org-gjt-sp-jedit-search-HyperSearchResults-TreeNodeCallbackAdapter.java,2,2,1,14,7,0,0,no
jEdit-org-gjt-sp-jedit-search-PatternSearchMatcher-PatternSearchMatcher.java,7,0,6,25,127,1,55,no
jEdit-org-gjt-sp-jedit-search-SearchAndReplace-SearchAndReplace.java,52,0,44,57,901,0,86,yes
jEdit-org-gjt-sp-jedit-search-SearchBar-SearchBar.java,34,0,9,729,350,0,75,yes
jEdit-org-gjt-sp-jedit-search-SearchBar-ActionHandler.java,9,0,1,14,35,0,0,no
jEdit-org-gjt-sp-jedit-search-SearchBar-DocumentHandler.java,10,0,3,16,47,0,0,no
jEdit-org-gjt-sp-jedit-search-SearchBar-FocusHandler.java,4,0,1,17,7,0,0,no
jEdit-org-gjt-sp-jedit-search-SearchBar-KeyHandler.java,6,0,1,18,24,0,0,no
jEdit-org-gjt-sp-jedit-search-SearchDialog-SearchDialog.java,59,0,19,776,803,1,83,yes
jEdit-org-gjt-sp-jedit-search-SearchDialog-ButtonActionHandler.java,11,0,1,14,58,0,0,yes
jEdit-org-gjt-sp-jedit-search-SearchDialog-MultiFileActionHandler.java,14,0,2,15,39,0,0,yes
jEdit-org-gjt-sp-jedit-search-SearchDialog-ReplaceActionHandler.java,5,0,1,14,10,0,0,no
jEdit-org-gjt-sp-jedit-search-SearchDialog-SettingsActionHandler.java,4,0,1,14,14,0,0,no
jEdit-org-gjt-sp-jedit-search-SearchMatcher-Match.java,4,2,6,19,64,0,77,no
jEdit-org-gjt-sp-jedit-search-SearchMatcher-SearchMatcher.java,2,0,1,14,11,0,33,yes
jEdit-org-gjt-sp-jedit-ServiceListHandler-ServiceListHandler.java,15,0,10,41,86,0,75,no
jEdit-org-gjt-sp-jedit-ServiceManager-ServiceManager.java,17,0,10,23,165,0,30,yes
jEdit-org-gjt-sp-jedit-ServiceManager-Descriptor.java,4,0,5,18,55,0,56,no
jEdit-org-gjt-sp-jedit-ServiceManager-ServiceFoldHandlerProvider.java,7,0,2,15,16,0,0,no
jEdit-org-gjt-sp-jedit-SettingsReloader-SettingsReloader.java,13,0,2,15,47,0,0,no
jEdit-org-gjt-sp-jedit-SettingsXML-SettingsXML.java,8,0,7,20,75,0,42,no
jEdit-org-gjt-sp-jedit-SettingsXML-Saver.java,7,0,5,44,38,0,60,no
jEdit-org-gjt-sp-jedit-SplitConfigParser-SplitConfigParser.java,11,0,5,18,226,0,55,no
jEdit-org-gjt-sp-jedit-SplitConfigParser-BufferSet.java,5,0,9,22,74,0,69,no
jEdit-org-gjt-sp-jedit-SplitConfigParser-Split.java,2,0,5,18,36,0,60,no
jEdit-org-gjt-sp-jedit-syntax-Chunk-Chunk.java,32,0,24,41,539,1,86,no
jEdit-org-gjt-sp-jedit-syntax-Chunk-FontSubstitution.java,5,0,6,19,68,0,50,no
jEdit-org-gjt-sp-jedit-syntax-Chunk-GlyphCache.java,2,0,2,110,13,0,0,no
jEdit-org-gjt-sp-jedit-syntax-Chunk-GlyphKey.java,4,0,4,17,34,0,16,no
jEdit-org-gjt-sp-jedit-syntax-DefaultTokenHandler-DefaultTokenHandler.java,4,1,8,21,55,0,70,no
jEdit-org-gjt-sp-jedit-syntax-DisplayTokenHandler-DisplayTokenHandler.java,13,0,13,34,472,1,80,no
jEdit-org-gjt-sp-jedit-syntax-DisplayTokenHandler-LineBreaker.java,3,0,5,18,43,0,52,no
jEdit-org-gjt-sp-jedit-syntax-DisplayTokenHandler-LineBreakIterator.java,4,0,17,56,150,0,29,no
jEdit-org-gjt-sp-jedit-syntax-DummyTokenHandler-DummyTokenHandler.java,2,0,2,15,9,0,100,no
jEdit-org-gjt-sp-jedit-syntax-KeywordMap-Keyword.java,9,0,12,25,124,0,66,no
jEdit-org-gjt-sp-jedit-syntax-KeywordMap-KeywordMap.java,0,0,1,14,11,0,0,no
jEdit-org-gjt-sp-jedit-syntax-ModeProvider-ModeProvider.java,21,1,9,22,145,0,72,yes
jEdit-org-gjt-sp-jedit-syntax-ParserRule-ParserRule.java,12,0,15,28,283,0,79,no
jEdit-org-gjt-sp-jedit-syntax-ParserRuleSet-ParserRuleSet.java,14,0,30,43,243,0,91,yes
jEdit-org-gjt-sp-jedit-syntax-SyntaxStyle-SyntaxStyle.java,2,0,4,17,24,0,50,no
jEdit-org-gjt-sp-jedit-syntax-SyntaxUtilities-SyntaxUtilities.java,2,0,1,14,24,0,0,no
jEdit-org-gjt-sp-jedit-syntax-TokenMarker-LineContext.java,5,1,4,17,77,0,91,no
jEdit-org-gjt-sp-jedit-syntax-TokenMarker-TokenMarker.java,22,0,16,29,731,0,72,no
jEdit-org-gjt-sp-jedit-syntax-Token-Token.java,8,0,8,21,98,0,57,no
jEdit-org-gjt-sp-jedit-syntax-XModeHandler-TagDecl.java,21,2,16,47,598,0,83,no
jEdit-org-gjt-sp-jedit-syntax-XModeHandler-XModeHandler.java,12,0,2,15,208,0,42,no
jEdit-org-gjt-sp-jedit-textarea-Anchor-Anchor.java,5,2,21,34,94,0,91,no
jEdit-org-gjt-sp-jedit-textarea-AntiAlias-AntiAlias.java,2,0,9,22,65,0,86,yes
jEdit-org-gjt-sp-jedit-textarea-BufferHandler-BufferHandler.java,16,0,12,25,285,0,57,no
jEdit-org-gjt-sp-jedit-textarea-ChunkCache-ChunkCache.java,19,0,27,40,489,0,76,yes
jEdit-org-gjt-sp-jedit-textarea-ChunkCache-LineInfo.java,4,0,1,14,17,0,37,no
jEdit-org-gjt-sp-jedit-textarea-CircleFoldPainter-CircleFoldPainter.java,3,0,1,18,8,1,0,no
jEdit-org-gjt-sp-jedit-textarea-ColumnBlock-ColumnBlock.java,9,0,25,68,302,2,81,yes
jEdit-org-gjt-sp-jedit-textarea-ColumnBlockLine-ColumnBlockLine.java,1,0,8,21,41,0,59,no
jEdit-org-gjt-sp-jedit-textarea-DisplayManager-DisplayManager.java,21,0,35,48,620,0,80,yes
jEdit-org-gjt-sp-jedit-textarea-DisplayManager-MutableInteger.java,0,0,3,16,15,0,0,no
jEdit-org-gjt-sp-jedit-textarea-ElasticTabStopBufferListener-ElasticTabStopBufferListener.java,11,0,7,28,400,1,46,yes
jEdit-org-gjt-sp-jedit-textarea-ElasticTabstopsTabExpander-ElasticTabstopsTabExpander.java,12,0,3,16,57,0,0,yes
jEdit-org-gjt-sp-jedit-textarea-ExtensionManager-Entry.java,13,0,6,19,116,0,16,no
jEdit-org-gjt-sp-jedit-textarea-ExtensionManager-ExtensionManager.java,1,0,1,14,9,0,0,no
jEdit-org-gjt-sp-jedit-textarea-FirstLine-FirstLine.java,10,0,16,50,392,1,87,no
jEdit-org-gjt-sp-jedit-textarea-Gutter-Gutter.java,31,0,48,736,758,0,94,no
jEdit-org-gjt-sp-jedit-textarea-Gutter-MouseHandler.java,20,0,6,29,227,0,66,no
jEdit-org-gjt-sp-jedit-textarea-InputMethodSupport-InputMethodSupport.java,22,0,12,29,195,1,60,no
jEdit-org-gjt-sp-jedit-textarea-JEditEmbeddedTextArea-JEditEmbeddedTextArea.java,4,0,1,953,12,1,0,no
jEdit-org-gjt-sp-jedit-textarea-JEditTextArea-JEditTextArea.java,27,0,22,974,283,1,82,yes
jEdit-org-gjt-sp-jedit-textarea-MouseActions-MouseActions.java,4,0,2,15,25,0,0,no
jEdit-org-gjt-sp-jedit-textarea-MouseHandler-MouseHandler.java,18,0,3,43,112,1,0,yes
jEdit-org-gjt-sp-jedit-textarea-RangeMap-RangeMap.java,6,0,17,30,347,0,29,no
jEdit-org-gjt-sp-jedit-textarea-ScreenLineManager-ScreenLineManager.java,6,0,8,21,72,0,43,yes
jEdit-org-gjt-sp-jedit-textarea-ScrollLayout-ScrollLayout.java,8,0,6,19,145,0,50,no
jEdit-org-gjt-sp-jedit-textarea-ScrollLineCount-ScrollLineCount.java,6,0,7,41,87,1,0,no
jEdit-org-gjt-sp-jedit-textarea-Selection-Selection.java,7,2,16,29,502,0,78,no
jEdit-org-gjt-sp-jedit-textarea-Selection-Range.java,4,0,9,38,100,1,0,no
jEdit-org-gjt-sp-jedit-textarea-Selection-Rect.java,11,1,14,43,329,1,71,no
jEdit-org-gjt-sp-jedit-textarea-SelectionManager-SelectionManager.java,16,0,14,27,268,0,42,yes
jEdit-org-gjt-sp-jedit-textarea-ShapedFoldPainter-ShapedFoldPainter.java,4,2,4,17,44,0,0,no
jEdit-org-gjt-sp-jedit-textarea-SquareFoldPainter-SquareFoldPainter.java,3,0,1,18,8,1,0,no
jEdit-org-gjt-sp-jedit-textarea-StandaloneTextArea-StandaloneTextArea.java,49,0,18,970,412,1,77,yes
jEdit-org-gjt-sp-jedit-textarea-StructureMatcher-BracketMatcher.java,3,0,2,15,31,0,0,no
jEdit-org-gjt-sp-jedit-textarea-StructureMatcher-Highlight.java,7,0,4,21,89,1,0,no
jEdit-org-gjt-sp-jedit-textarea-StructureMatcher-Match.java,1,0,3,16,21,0,66,no
jEdit-org-gjt-sp-jedit-textarea-TextArea-TextArea.java,96,3,264,952,4308,0,96,yes
jEdit-org-gjt-sp-jedit-textarea-TextArea-AdjustHandler.java,4,0,1,14,12,0,0,no
jEdit-org-gjt-sp-jedit-textarea-TextArea-CaretBlinker.java,4,0,1,14,8,0,0,no
jEdit-org-gjt-sp-jedit-textarea-TextArea-FocusHandler.java,5,0,2,15,33,0,0,no
jEdit-org-gjt-sp-jedit-textarea-TextArea-LineCharacterBreaker.java,4,0,4,17,127,0,0,no
jEdit-org-gjt-sp-jedit-textarea-TextArea-CharIterator.java,3,0,11,24,91,0,27,no
jEdit-org-gjt-sp-jedit-textarea-TextArea-MouseWheelHandler.java,5,0,1,14,70,0,0,no
jEdit-org-gjt-sp-jedit-textarea-TextArea-MutableCaretEvent.java,2,0,3,22,16,0,0,no
jEdit-org-gjt-sp-jedit-textarea-TextArea-RectParams.java,0,0,1,14,11,0,0,no
jEdit-org-gjt-sp-jedit-textarea-TextAreaBorder-TextAreaBorder.java,4,0,2,25,21,0,0,no
jEdit-org-gjt-sp-jedit-textarea-TextAreaDropHandler-TextAreaDropHandler.java,10,0,5,23,48,0,40,no
jEdit-org-gjt-sp-jedit-textarea-TextAreaException-TextAreaException.java,1,0,1,45,7,0,0,no
jEdit-org-gjt-sp-jedit-textarea-TextAreaExtension-TextAreaExtension.java,2,9,4,17,28,0,0,no
jEdit-org-gjt-sp-jedit-textarea-TextAreaMouseHandler-TextAreaMouseHandler.java,19,1,17,40,466,0,69,yes
jEdit-org-gjt-sp-jedit-textarea-TextAreaPainter-TextAreaPainter.java,42,0,66,754,832,0,96,yes
jEdit-org-gjt-sp-jedit-textarea-TextAreaPainter-PaintCaret.java,6,0,1,18,36,1,0,yes
jEdit-org-gjt-sp-jedit-textarea-TextAreaPainter-PaintLineBackground.java,18,0,2,19,69,1,0,no
jEdit-org-gjt-sp-jedit-textarea-TextAreaPainter-PaintSelection.java,8,0,2,19,31,1,0,no
jEdit-org-gjt-sp-jedit-textarea-TextAreaPainter-PaintSelectionText.java,17,0,3,20,108,1,33,no
jEdit-org-gjt-sp-jedit-textarea-TextAreaPainter-PaintText.java,19,0,1,18,75,1,0,no
jEdit-org-gjt-sp-jedit-textarea-TextAreaPainter-PaintWrapGuide.java,8,0,2,19,35,1,0,no
jEdit-org-gjt-sp-jedit-textarea-TextAreaTransferHandler-TextAreaTransferHandler.java,32,0,10,45,363,0,74,yes
jEdit-org-gjt-sp-jedit-textarea-TextAreaTransferHandler-DraggedURLLoader.java,4,0,2,21,14,1,0,yes
jEdit-org-gjt-sp-jedit-textarea-TextAreaTransferHandler-TextAreaSelection.java,2,0,1,19,8,0,0,no
jEdit-org-gjt-sp-jedit-textarea-TriangleFoldPainter-TriangleFoldPainter.java,4,0,3,16,38,0,0,no
jEdit-org-gjt-sp-jedit-TextUtilities-TextUtilities.java,14,0,29,42,626,0,93,no
jEdit-org-gjt-sp-jedit-View-View.java,93,0,87,811,1412,0,96,yes
jEdit-org-gjt-sp-jedit-View-CaretHandler.java,5,0,1,14,8,0,0,no
jEdit-org-gjt-sp-jedit-View-FocusHandler.java,6,0,1,17,17,0,0,no
jEdit-org-gjt-sp-jedit-View-MyFocusTraversalPolicy.java,5,0,1,51,7,0,0,no
jEdit-org-gjt-sp-jedit-View-ScrollHandler.java,4,0,2,15,10,0,0,no
jEdit-org-gjt-sp-jedit-View-SetCursorVisitor.java,4,0,2,18,12,1,0,no
jEdit-org-gjt-sp-jedit-View-ViewConfig.java,4,0,3,16,31,0,51,no
jEdit-org-gjt-sp-jedit-View-WindowHandler.java,7,0,2,26,32,0,0,yes
jEdit-org-gjt-sp-jedit-visitors-JEditVisitorAdapter-JEditVisitorAdapter.java,3,12,3,16,12,0,0,no
jEdit-org-gjt-sp-jedit-visitors-SaveCaretInfoVisitor-SaveCaretInfoVisitor.java,2,0,1,17,8,1,0,no
jEdit-org-gjt-sp-util-EnhancedTreeCellRenderer-EnhancedTreeCellRenderer.java,4,4,3,774,36,0,66,no
jEdit-org-gjt-sp-util-HtmlUtilities-HtmlUtilities.java,8,0,5,18,95,0,0,no
jEdit-org-gjt-sp-util-IntegerArray-IntegerArray.java,1,0,8,21,43,0,50,no
jEdit-org-gjt-sp-util-IOUtilities-IOUtilities.java,16,0,10,23,166,0,0,yes
jEdit-org-gjt-sp-util-Log-Log.java,19,0,11,24,374,0,81,yes
jEdit-org-gjt-sp-util-Log-LogListModel.java,6,0,7,20,80,0,28,yes
jEdit-org-gjt-sp-util-Log-LogOutputStream.java,2,0,3,22,19,0,33,no
jEdit-org-gjt-sp-util-Log-LogPrintStream.java,4,0,2,79,32,0,0,no
jEdit-org-gjt-sp-util-PropertiesBean-PropertiesBean.java,23,0,8,21,172,0,56,yes
jEdit-org-gjt-sp-util-ReverseCharSequence-ReverseCharSequence.java,2,0,6,19,36,0,0,no
jEdit-org-gjt-sp-util-SegmentBuffer-SegmentBuffer.java,1,0,4,35,30,0,0,no
jEdit-org-gjt-sp-util-SegmentCharSequence-SegmentCharSequence.java,2,0,6,19,32,0,38,no
jEdit-org-gjt-sp-util-StandardUtilities-StandardUtilities.java,15,0,22,35,466,0,95,no
jEdit-org-gjt-sp-util-StandardUtilities-StringCompar.java,1,0,3,16,15,0,33,yes
jEdit-org-gjt-sp-util-StringList-StringList.java,5,0,10,106,70,0,100,no
jEdit-org-gjt-sp-util-StringModel-StringModel.java,6,0,5,18,31,0,50,no
jEdit-org-gjt-sp-util-SyntaxUtilities-SyntaxUtilities.java,15,0,7,20,130,0,85,no
jEdit-org-gjt-sp-util-Task-Task.java,8,8,16,29,93,0,82,yes
jEdit-org-gjt-sp-util-TaskAdapter-TaskAdapter.java,2,1,6,19,27,0,0,no
jEdit-org-gjt-sp-util-TaskManager-TaskManager.java,9,0,12,25,108,0,61,yes
jEdit-org-gjt-sp-util-TaskManager-MyTask.java,1,0,2,31,13,1,0,yes
jEdit-org-gjt-sp-util-ThreadUtilities-ThreadUtilities.java,18,0,6,19,129,0,83,yes
jEdit-org-gjt-sp-util-ThreadUtilities-JEditThreadFactory.java,5,0,2,15,17,0,0,yes
jEdit-org-gjt-sp-util-XMLUtilities-XMLUtilities.java,15,0,4,17,94,0,0,yes
jEdit-org-jedit-core-FileOpenerService-FileOpenerService.java,5,0,2,15,16,0,0,no
jEdit-org-jedit-keymap-KeymapFileFilter-KeymapFileFilter.java,3,0,1,14,8,0,0,no
jEdit-org-jedit-keymap-KeymapImpl-KeymapImpl.java,15,0,9,22,102,0,61,yes
jEdit-org-jedit-keymap-KeymapManagerImpl-KeymapManagerImpl.java,23,0,14,27,159,0,82,yes
jEdit-org-jedit-migration-KeymapMigration-KeymapMigration.java,10,0,1,14,30,0,0,no
jEdit-org-jedit-options-CombinedOptions-CombinedOptions.java,6,0,4,772,30,2,83,yes
jEdit-org-jedit-options-GlobalOptionGroup-GlobalOptionGroup.java,2,0,3,29,49,1,33,no
jEdit-org-jedit-options-OptionGroupPane-OptionGroupPane.java,27,0,10,726,385,1,75,yes
jEdit-org-jedit-options-OptionGroupPane-OptionTreeModel.java,6,0,12,25,129,0,70,no
jEdit-org-jedit-options-PluginOptionGroup-NoPluginsPane.java,6,0,2,28,182,1,0,no
jEdit-org-jedit-options-PluginOptionGroup-OptionTreeModel.java,0,0,1,717,6,1,0,no
jEdit-org-jedit-options-PluginOptionGroup-PluginOptionGroup.java,6,0,12,25,129,0,70,no
jEdit-org-jedit-options-TabbedOptionDialog-TabbedOptionDialog.java,28,1,11,768,121,1,75,yes
jEdit-org-jedit-options-TabbedOptionDialog-TitleChanger.java,3,0,1,14,6,0,0,no
